interaction_id,customer_id,interaction_date,channel,reason,resolution_hours,satisfaction_score
IN00001584,CU00003781,2025-11-10,App,KYC,42.55,3
IN00001585,CU00002209,2024-09-20,Email,Complaint,27.14,3
IN00001586,CU00004398,2024-11-07,Email,KYC,58.6,2
IN00001587,CU00004323,2025-05-31,Call Centre,KYC,24.61,2
IN00001588,CU00002917,2025-01-06,Email,Card issue,14.92,1
IN00001589,CU00004955,2024-09-19,Branch,KYC,28.57,3
IN00001590,CU00000036,2025-03-01,Call Centre,Digital help,24.91,4
IN00001591,CU00001711,2025-05-07,Email,Card issue,17.73,5
IN00001592,CU00003095,2026-03-23,App,Complaint,4.88,3
IN00001593,CU00004435,2024-10-15,Chat,Service request,9.64,5
IN00001594,CU00002282,2026-08-08,Email,KYC,39.36,4
IN00001595,CU00003215,2025-07-08,App,Complaint,2.92,4
IN00001596,CU00002359,2026-05-17,Branch,Service request,17.04,5
IN00001597,CU00001356,2026-04-12,App,Service request,9.94,5
IN00001598,CU00000194,2026-07-28,Branch,Digital help,8.4,4
IN00001599,CU00000430,2025-12-24,App,KYC,8.84,5
IN00001600,CU00001468,2025-04-30,Email,Card issue,8.37,5
IN00001601,CU00001205,2026-07-24,Chat,Service request,4.73,3
IN00001602,CU00002688,2026-05-16,Branch,Service request,42.21,2
IN00001603,CU00001418,2025-08-10,Branch,Service request,21.0,3
IN00001604,CU00004859,2025-01-23,Email,Digital help,28.32,3
IN00001605,CU00000382,2024-11-29,Chat,Service request,17.4,5
IN00001606,CU00000070,2025-10-31,Email,Complaint,4.26,5
IN00001607,CU00002147,2024-09-14,Call Centre,Loan enquiry,7.8,3
IN00001608,CU00000384,2024-11-02,Chat,Digital help,18.52,2
IN00001609,CU00001216,2024-10-13,Chat,Complaint,11.67,4
IN00001610,CU00000020,2025-08-07,Email,Complaint,9.03,4
IN00001611,CU00003240,2025-11-22,Chat,Card issue,7.09,4
IN00001612,CU00001094,2026-07-27,App,Loan enquiry,10.28,4
IN00001613,CU00003739,2026-06-26,Email,KYC,20.46,5
IN00001614,CU00003000,2025-04-14,Branch,Service request,26.67,3
IN00001615,CU00004909,2025-10-15,Branch,Loan enquiry,6.91,4
IN00001616,CU00000575,2025-08-20,App,Loan enquiry,10.81,5
IN00001617,CU00003901,2025-05-18,Call Centre,Digital help,14.71,5
IN00001618,CU00002301,2026-08-09,Call Centre,Card issue,11.69,5
IN00001619,CU00002147,2025-11-25,Call Centre,Service request,12.98,3
IN00001620,CU00003774,2026-04-06,Branch,Digital help,8.76,5
IN00001621,CU00000398,2025-12-08,Branch,KYC,25.06,4
IN00001622,CU00003291,2025-03-15,Chat,Loan enquiry,15.63,3
IN00001623,CU00000923,2026-03-25,Call Centre,Loan enquiry,37.5,4
IN00001624,CU00002309,2025-08-17,Chat,Loan enquiry,9.82,5
IN00001625,CU00000576,2024-11-13,Email,KYC,23.94,4
IN00001626,CU00004004,2024-11-26,App,Loan enquiry,5.54,5
IN00001627,CU00002292,2026-03-13,Branch,Loan enquiry,36.9,3
IN00001628,CU00004478,2025-07-03,App,KYC,7.87,3
IN00001629,CU00004300,2025-01-28,Branch,Service request,18.1,4
IN00001630,CU00004253,2024-09-10,Email,Service request,2.95,2
IN00001631,CU00002373,2024-12-24,Call Centre,KYC,4.67,5
IN00001632,CU00004726,2025-01-14,App,Digital help,16.82,3
IN00001633,CU00004912,2025-08-30,Branch,Card issue,30.76,4
IN00001634,CU00000953,2025-01-12,Chat,Card issue,13.92,4
IN00001635,CU00000405,2025-05-31,Call Centre,Service request,20.2,5
IN00001636,CU00001297,2025-12-30,Branch,KYC,3.85,1
IN00001637,CU00000836,2026-02-14,Chat,KYC,14.04,3
IN00001638,CU00002537,2026-08-29,Email,Card issue,5.6,2
IN00001639,CU00001072,2025-04-05,Call Centre,Card issue,12.98,3
IN00001640,CU00001882,2025-08-09,Email,Card issue,15.33,3
IN00001641,CU00003232,2026-04-21,Email,Service request,14.37,4
IN00001642,CU00001895,2025-10-19,Call Centre,KYC,6.32,5
IN00001643,CU00003511,2024-09-25,App,Service request,7.37,5
IN00001644,CU00000234,2025-10-30,Email,Card issue,20.16,4
IN00001645,CU00002787,2025-02-16,App,Service request,10.27,3
IN00001646,CU00004827,2025-04-09,Chat,Digital help,43.36,5
IN00001647,CU00004974,2025-05-10,Email,Service request,19.56,5
IN00001648,CU00004832,2025-07-08,Chat,Service request,5.14,5
IN00001649,CU00004703,2025-09-16,App,Complaint,15.66,4
IN00001650,CU00002484,2024-09-14,Call Centre,KYC,6.49,4
IN00001651,CU00004860,2026-05-29,Chat,Card issue,5.11,4
IN00001652,CU00000425,2025-09-19,Email,Complaint,4.37,2
IN00001653,CU00001898,2026-02-06,Chat,Digital help,14.96,3
IN00001654,CU00003326,2026-08-25,App,KYC,23.45,5
IN00001655,CU00004900,2025-12-07,App,Loan enquiry,7.59,5
IN00001656,CU00004523,2026-03-21,App,KYC,22.02,3
IN00001657,CU00002636,2025-02-17,Branch,Loan enquiry,17.88,3
IN00001658,CU00003970,2025-05-19,Chat,Loan enquiry,22.43,5
IN00001659,CU00003116,2025-01-22,Chat,Digital help,5.56,5
IN00001660,CU00004658,2025-04-06,Branch,Loan enquiry,21.7,2
IN00001661,CU00004953,2026-05-05,Email,Service request,28.15,4
IN00001662,CU00004070,2025-07-29,Call Centre,Digital help,7.68,2
IN00001663,CU00001708,2026-07-11,Branch,Complaint,23.16,5
IN00001664,CU00001149,2025-03-10,Call Centre,Service request,14.42,5
IN00001665,CU00000196,2025-02-26,Chat,Loan enquiry,13.85,4
IN00001666,CU00002744,2026-08-25,Chat,Complaint,25.25,2
IN00001667,CU00003860,2026-07-03,App,Loan enquiry,10.62,5
IN00001668,CU00004224,2025-10-18,Branch,Loan enquiry,29.78,5
IN00001669,CU00001730,2025-08-03,App,KYC,13.17,1
IN00001670,CU00001619,2026-01-26,Branch,Service request,20.67,3
IN00001671,CU00004901,2025-09-16,Branch,Complaint,25.71,5
IN00001672,CU00003211,2026-08-01,Email,KYC,5.69,4
IN00001673,CU00002995,2025-04-04,Branch,Complaint,9.84,4
IN00001674,CU00002786,2025-04-09,Branch,Service request,22.46,5
IN00001675,CU00001115,2025-06-03,App,Digital help,24.89,3
IN00001676,CU00002748,2026-04-20,Call Centre,Service request,20.1,4
IN00001677,CU00002685,2025-05-30,Chat,KYC,5.5,4
IN00001678,CU00000280,2025-08-22,Branch,KYC,6.33,2
IN00001679,CU00003796,2026-05-16,Email,Digital help,8.11,3
IN00001680,CU00000363,2025-04-18,Chat,Card issue,23.49,4
IN00001681,CU00001749,2026-03-02,Call Centre,Card issue,35.17,4
IN00001682,CU00001590,2025-12-29,Branch,Digital help,22.26,3
IN00001683,CU00003114,2025-12-22,App,Card issue,26.86,5
IN00001684,CU00004656,2025-06-09,Branch,Card issue,17.5,4
IN00001685,CU00002869,2026-03-26,Chat,Complaint,23.47,3
IN00001686,CU00000550,2025-09-29,Email,Card issue,8.33,5
IN00001687,CU00002065,2026-05-03,Chat,Loan enquiry,21.09,4
IN00001688,CU00002331,2026-08-06,Branch,Card issue,19.82,3
IN00001689,CU00002415,2025-04-10,Chat,Complaint,16.19,4
IN00001690,CU00001653,2025-12-11,Branch,Loan enquiry,13.05,4
IN00001691,CU00003850,2024-09-14,Branch,Complaint,40.94,4
IN00001692,CU00000375,2025-09-21,Chat,Complaint,12.66,5
IN00001693,CU00004557,2025-02-15,App,Loan enquiry,16.21,3
IN00001694,CU00004364,2026-06-29,Branch,Card issue,8.12,4
IN00001695,CU00001341,2026-04-30,App,Loan enquiry,34.61,4
IN00001696,CU00001447,2025-08-11,Branch,Loan enquiry,13.61,4
IN00001697,CU00003687,2025-05-19,Branch,Card issue,13.62,3
IN00001698,CU00001239,2026-03-04,Call Centre,Card issue,23.28,5
IN00001699,CU00000495,2025-01-03,Email,Loan enquiry,9.58,4
IN00001700,CU00004421,2025-11-03,App,Digital help,10.73,4
IN00001701,CU00003286,2024-11-18,App,KYC,26.96,5
IN00001702,CU00000499,2025-01-20,App,KYC,5.76,3
IN00001703,CU00001621,2026-05-25,Chat,Digital help,10.68,4
IN00001704,CU00000545,2025-02-21,Branch,Service request,3.52,4
IN00001705,CU00004542,2025-04-16,Call Centre,Complaint,6.72,5
IN00001706,CU00003814,2026-05-27,Chat,KYC,4.82,4
IN00001707,CU00004470,2025-03-09,Branch,KYC,25.79,3
IN00001708,CU00003761,2025-02-04,Chat,Loan enquiry,10.55,5
IN00001709,CU00004727,2025-04-22,Call Centre,Service request,5.6,4
IN00001710,CU00002986,2026-04-05,App,Digital help,15.1,3
IN00001711,CU00002503,2026-03-04,Chat,KYC,25.38,5
IN00001712,CU00004201,2026-06-07,App,Service request,14.42,5
IN00001713,CU00003254,2025-05-02,App,Loan enquiry,22.04,5
IN00001714,CU00001438,2024-09-04,App,Service request,6.66,2
IN00001715,CU00002155,2025-06-05,Chat,Card issue,39.63,5
IN00001716,CU00003933,2026-04-23,Branch,Card issue,16.71,5
IN00001717,CU00002110,2025-08-14,App,Card issue,36.29,5
IN00001718,CU00004728,2026-01-18,Branch,Digital help,2.89,4
IN00001719,CU00000037,2024-09-01,App,Loan enquiry,16.2,4
IN00001720,CU00001185,2024-10-31,App,Service request,25.31,3
IN00001721,CU00002264,2025-01-14,Branch,Complaint,20.68,4
IN00001722,CU00002072,2025-06-20,App,KYC,22.39,5
IN00001723,CU00002643,2024-11-30,Chat,KYC,15.81,2
IN00001724,CU00000513,2026-01-11,Email,Service request,8.65,3
IN00001725,CU00001209,2026-06-26,Branch,Digital help,37.58,5
IN00001726,CU00001981,2026-07-28,Email,Service request,25.09,4
IN00001727,CU00003130,2025-10-04,Chat,Loan enquiry,10.75,4
IN00001728,CU00004018,2025-07-31,Call Centre,Loan enquiry,9.23,3
IN00001729,CU00003675,2026-01-11,Branch,Digital help,31.88,4
IN00001730,CU00004198,2024-12-31,App,Service request,21.41,5
IN00001731,CU00003402,2026-07-06,Chat,Complaint,3.02,5
IN00001732,CU00001369,2025-10-02,Chat,Card issue,5.45,1
IN00001733,CU00003403,2026-02-28,Branch,Loan enquiry,10.42,5
IN00001734,CU00004777,2025-09-05,Email,Digital help,20.3,4
IN00001735,CU00004679,2026-08-20,Branch,KYC,29.46,4
IN00001736,CU00003670,2025-08-28,Chat,KYC,20.17,5
IN00001737,CU00001504,2025-04-20,Email,Complaint,20.12,4
IN00001738,CU00000525,2025-04-05,App,Service request,18.57,5
IN00001739,CU00003045,2026-08-22,Call Centre,Card issue,11.52,4
IN00001740,CU00003275,2026-04-22,Call Centre,Card issue,14.53,4
IN00001741,CU00000994,2025-10-28,Chat,Digital help,12.28,3
IN00001742,CU00002996,2025-06-05,Email,Complaint,3.2,2
IN00001743,CU00004518,2025-09-23,Call Centre,KYC,3.3,4
IN00001744,CU00003300,2024-09-14,Call Centre,Digital help,14.0,3
IN00001745,CU00001555,2025-04-02,Call Centre,KYC,25.5,5
IN00001746,CU00002479,2024-10-21,Branch,Complaint,24.03,3
IN00001747,CU00000527,2026-05-29,Call Centre,Card issue,25.97,3
IN00001748,CU00000646,2025-11-13,Email,Digital help,11.26,3
IN00001749,CU00000958,2025-09-17,Email,KYC,2.69,5
IN00001750,CU00003349,2024-10-14,App,Card issue,8.65,5
IN00001751,CU00003864,2026-04-15,App,Loan enquiry,31.46,3
IN00001752,CU00000782,2025-08-18,Chat,Loan enquiry,10.82,3
IN00001753,CU00000134,2025-07-29,Email,KYC,23.06,4
IN00001754,CU00004576,2025-01-31,Chat,KYC,6.66,5
IN00001755,CU00000006,2026-03-15,Call Centre,Service request,13.12,2
IN00001756,CU00000870,2025-08-25,App,Loan enquiry,8.38,5
IN00001757,CU00002854,2026-07-08,Email,Loan enquiry,18.0,5
IN00001758,CU00001009,2025-03-11,Call Centre,Complaint,16.67,5
IN00001759,CU00004008,2024-10-21,Branch,Loan enquiry,34.83,4
IN00001760,CU00001685,2024-12-15,Call Centre,KYC,4.08,4
IN00001761,CU00003317,2026-02-22,Branch,Service request,47.53,5
IN00001762,CU00000487,2024-09-18,App,Service request,45.53,5
IN00001763,CU00001456,2025-04-14,Call Centre,Digital help,6.87,5
IN00001764,CU00001830,2025-07-13,App,Complaint,17.52,4
IN00001765,CU00002873,2025-02-28,Chat,Service request,25.84,5
IN00001766,CU00003398,2024-09-08,Call Centre,Digital help,39.0,4
IN00001767,CU00001734,2025-02-09,App,Card issue,35.32,1
IN00001768,CU00003268,2025-10-19,Email,Digital help,25.0,2
IN00001769,CU00002100,2026-01-24,Branch,Complaint,25.5,4
IN00001770,CU00004913,2025-07-25,App,Loan enquiry,15.03,4
IN00001771,CU00002679,2026-05-30,Branch,KYC,15.32,5
IN00001772,CU00002105,2025-04-22,App,KYC,36.16,4
IN00001773,CU00002879,2025-01-29,App,Loan enquiry,8.27,5
IN00001774,CU00001607,2026-04-03,Call Centre,Card issue,1.48,5
IN00001775,CU00003867,2024-09-15,Email,KYC,11.15,5
IN00001776,CU00002498,2025-06-14,Chat,Card issue,11.99,4
IN00001777,CU00002870,2025-07-11,App,Digital help,12.71,3
IN00001778,CU00001562,2024-11-09,Call Centre,KYC,29.76,2
IN00001779,CU00000394,2025-07-09,Branch,KYC,11.18,3
IN00001780,CU00004076,2026-04-17,Chat,Loan enquiry,14.86,5
IN00001781,CU00003448,2024-12-29,Chat,Service request,7.5,5
IN00001782,CU00004954,2025-06-03,Call Centre,KYC,39.7,4
IN00001783,CU00003413,2025-10-09,Branch,Digital help,25.08,4
IN00001784,CU00004900,2025-01-06,App,KYC,16.01,5
IN00001785,CU00001557,2026-07-26,Call Centre,Service request,11.35,4
IN00001786,CU00002234,2026-06-17,Branch,KYC,41.37,3
IN00001787,CU00004177,2025-02-27,Branch,Loan enquiry,21.71,4
IN00001788,CU00004479,2025-06-22,App,Complaint,29.73,2
IN00001789,CU00002270,2024-09-25,Call Centre,KYC,11.68,4
IN00001790,CU00004357,2024-12-11,Branch,Card issue,16.24,5
IN00001791,CU00004333,2024-12-03,App,KYC,21.24,4
IN00001792,CU00002840,2026-01-01,Call Centre,Loan enquiry,3.34,4
IN00001793,CU00003715,2024-11-18,Branch,Complaint,19.84,5
IN00001794,CU00000170,2026-03-24,Email,Loan enquiry,3.85,4
IN00001795,CU00000729,2026-01-24,Chat,Service request,18.02,4
IN00001796,CU00003299,2026-03-04,App,Card issue,18.31,4
IN00001797,CU00004551,2026-07-23,Branch,Loan enquiry,30.19,4
IN00001798,CU00003783,2025-06-19,Call Centre,Service request,7.96,4
IN00001799,CU00004359,2025-03-16,Email,Card issue,24.93,4
IN00001800,CU00002435,2025-09-14,Call Centre,Digital help,70.88,1
IN00001801,CU00002775,2024-11-30,Email,Complaint,25.43,2
IN00001802,CU00003502,2025-03-13,Chat,Service request,16.14,4
IN00001803,CU00001743,2025-05-28,App,Complaint,10.15,5
IN00001804,CU00000977,2026-04-26,App,Card issue,34.4,5
IN00001805,CU00001078,2026-06-16,Email,Digital help,20.31,4
IN00001806,CU00001634,2025-10-26,Chat,Digital help,5.39,4
IN00001807,CU00000623,2025-02-25,Email,Service request,8.7,4
IN00001808,CU00004092,2025-11-27,Call Centre,Service request,31.65,4
IN00001809,CU00001505,2025-07-26,Chat,Card issue,12.85,4
IN00001810,CU00004952,2025-10-25,Chat,Digital help,28.86,4
IN00001811,CU00001242,2025-01-25,Call Centre,Loan enquiry,4.51,4
IN00001812,CU00001946,2025-08-16,Call Centre,Service request,12.7,2
IN00001813,CU00003478,2025-10-11,Branch,Digital help,4.4,1
IN00001814,CU00003715,2025-12-19,Branch,Loan enquiry,16.94,5
IN00001815,CU00004868,2026-04-23,Branch,Complaint,12.69,2
IN00001816,CU00001343,2025-10-09,Call Centre,KYC,9.71,4
IN00001817,CU00004658,2025-01-05,Branch,Service request,9.36,5
IN00001818,CU00001452,2025-12-26,Chat,KYC,8.15,4
IN00001819,CU00004313,2024-09-27,Branch,Complaint,10.51,4
IN00001820,CU00003245,2024-09-01,Call Centre,Card issue,27.29,3
IN00001821,CU00000072,2025-02-10,App,Card issue,30.9,1
IN00001822,CU00003347,2025-05-27,Branch,KYC,15.35,5
IN00001823,CU00000213,2025-02-18,Branch,Loan enquiry,22.88,3
IN00001824,CU00002847,2025-06-18,Chat,Card issue,10.4,3
IN00001825,CU00002478,2025-04-15,Chat,KYC,25.43,5
IN00001826,CU00000099,2025-09-23,Chat,Loan enquiry,34.98,4
IN00001827,CU00004473,2025-08-11,Email,Loan enquiry,3.43,4
IN00001828,CU00002160,2026-06-13,Chat,Service request,53.73,1
IN00001829,CU00000279,2025-08-19,Email,Digital help,13.36,3
IN00001830,CU00003029,2025-02-06,Branch,Digital help,4.62,4
IN00001831,CU00001977,2024-11-09,Branch,Loan enquiry,4.7,3
IN00001832,CU00001284,2025-01-08,Email,Loan enquiry,5.43,5
IN00001833,CU00001322,2024-12-25,App,Card issue,11.51,4
IN00001834,CU00004537,2025-07-04,Call Centre,Card issue,22.37,3
IN00001835,CU00001878,2025-02-20,App,Digital help,14.82,4
IN00001836,CU00000074,2026-06-04,Branch,Digital help,9.52,4
IN00001837,CU00004486,2025-08-05,Email,Complaint,13.17,5
IN00001838,CU00002111,2024-11-28,Email,KYC,8.58,4
IN00001839,CU00000546,2025-07-25,Branch,KYC,29.34,4
IN00001840,CU00000182,2025-07-06,Call Centre,Complaint,28.28,5
IN00001841,CU00004703,2024-12-21,Call Centre,KYC,10.62,1
IN00001842,CU00003008,2026-07-16,Branch,Loan enquiry,9.94,3
IN00001843,CU00004704,2026-03-03,App,Complaint,24.22,5
IN00001844,CU00001857,2025-11-10,Call Centre,Loan enquiry,33.47,4
IN00001845,CU00004956,2025-01-12,Email,Service request,16.71,4
IN00001846,CU00004192,2026-01-04,Branch,Service request,16.43,5
IN00001847,CU00001968,2026-06-15,App,KYC,5.25,4
IN00001848,CU00004706,2025-09-28,Email,KYC,19.52,2
IN00001849,CU00002631,2025-05-18,App,KYC,9.53,3
IN00001850,CU00001305,2026-08-09,Chat,Card issue,6.82,4
IN00001851,CU00002221,2026-01-08,Email,Service request,8.36,4
IN00001852,CU00004278,2025-12-08,Branch,Service request,8.8,5
IN00001853,CU00003114,2026-07-08,Email,Service request,38.2,3
IN00001854,CU00002592,2025-11-16,Branch,Loan enquiry,10.64,3
IN00001855,CU00000203,2024-11-11,Branch,Loan enquiry,50.58,3
IN00001856,CU00004884,2024-11-10,Call Centre,KYC,20.78,4
IN00001857,CU00001986,2026-08-12,Email,Service request,7.47,4
IN00001858,CU00003573,2025-11-21,Chat,Complaint,28.53,4
IN00001859,CU00002531,2024-09-13,Email,Card issue,14.45,3
IN00001860,CU00001340,2025-01-14,Call Centre,Loan enquiry,15.01,5
IN00001861,CU00003404,2025-12-05,Chat,KYC,15.5,5
IN00001862,CU00002973,2026-07-23,Email,Complaint,7.97,4
IN00001863,CU00001245,2025-01-08,Chat,Digital help,14.19,4
IN00001864,CU00004788,2025-12-20,Branch,Service request,14.03,3
IN00001865,CU00004722,2025-07-02,Branch,Complaint,14.19,4
IN00001866,CU00000350,2025-03-26,Email,Loan enquiry,47.22,3
IN00001867,CU00000440,2025-12-02,Chat,Digital help,13.12,5
IN00001868,CU00003594,2025-11-29,App,Card issue,20.17,5
IN00001869,CU00004344,2024-11-06,Email,Service request,16.82,5
IN00001870,CU00001971,2026-06-01,Chat,Service request,32.43,5
IN00001871,CU00003800,2024-12-23,Branch,Service request,11.53,3
IN00001872,CU00000063,2025-10-30,Branch,Digital help,11.4,5
IN00001873,CU00004486,2025-12-25,App,Digital help,4.26,5
IN00001874,CU00000229,2024-10-20,App,Complaint,14.98,1
IN00001875,CU00002170,2025-01-11,Call Centre,Complaint,14.04,4
IN00001876,CU00004291,2025-06-07,Call Centre,Complaint,3.51,5
IN00001877,CU00002146,2025-09-16,Email,Card issue,40.24,5
IN00001878,CU00003282,2025-02-16,Email,KYC,24.23,4
IN00001879,CU00004638,2026-04-20,Email,Card issue,9.52,4
IN00001880,CU00000370,2026-01-24,Branch,Service request,34.85,3
IN00001881,CU00001723,2025-12-02,Branch,Loan enquiry,14.22,3
IN00001882,CU00003295,2024-11-03,App,Complaint,11.97,4
IN00001883,CU00002531,2025-07-15,Branch,Digital help,6.14,3
IN00001884,CU00000702,2026-05-25,Call Centre,Card issue,41.68,5
IN00001885,CU00000613,2026-02-12,Chat,Service request,38.55,5
IN00001886,CU00000540,2024-11-04,Chat,Service request,18.63,3
IN00001887,CU00001689,2026-07-20,Branch,Digital help,6.29,4
IN00001888,CU00003273,2025-11-06,Call Centre,Card issue,12.76,3
IN00001889,CU00003168,2025-12-07,Branch,Loan enquiry,10.77,4
IN00001890,CU00002196,2025-04-26,App,Service request,16.16,5
IN00001891,CU00004543,2025-10-16,Branch,KYC,4.4,5
IN00001892,CU00003325,2024-10-06,Branch,Complaint,20.45,5
IN00001893,CU00001987,2026-03-30,Email,Card issue,42.26,3
IN00001894,CU00001426,2026-03-31,Call Centre,Digital help,30.72,2
IN00001895,CU00001988,2026-07-16,Email,Service request,19.55,5
IN00001896,CU00001551,2025-05-05,Email,Card issue,15.44,3
IN00001897,CU00003683,2026-04-09,Email,Loan enquiry,40.84,5
IN00001898,CU00004103,2025-02-01,Email,Loan enquiry,29.73,3
IN00001899,CU00000536,2025-05-21,Email,Loan enquiry,27.63,3
IN00001900,CU00003961,2025-11-08,Email,Digital help,5.87,3
IN00001901,CU00003678,2025-06-24,App,Digital help,8.43,4
IN00001902,CU00000103,2026-01-27,Chat,Digital help,13.85,4
IN00001903,CU00001206,2026-03-19,Email,Complaint,18.53,5
IN00001904,CU00002726,2026-07-15,Email,Service request,9.35,4
IN00001905,CU00002341,2024-11-24,Email,Service request,18.6,3
IN00001906,CU00001552,2025-01-02,Branch,Digital help,12.29,5
IN00001907,CU00001439,2025-08-15,App,Complaint,1.84,2
IN00001908,CU00001620,2025-09-17,Email,KYC,31.73,3
IN00001909,CU00000677,2024-11-20,Chat,Loan enquiry,38.01,5
IN00001910,CU00000738,2025-08-19,Call Centre,Loan enquiry,59.52,5
IN00001911,CU00003649,2025-02-11,App,Service request,44.29,5
IN00001912,CU00004036,2025-04-04,Email,KYC,38.91,4
IN00001913,CU00002341,2026-03-06,Email,Card issue,20.86,4
IN00001914,CU00004376,2025-09-06,Branch,Digital help,9.56,4
IN00001915,CU00002239,2025-01-10,Email,Digital help,16.73,4
IN00001916,CU00000511,2025-11-29,Email,Digital help,11.08,1
IN00001917,CU00002755,2025-05-07,Chat,Complaint,10.1,5
IN00001918,CU00001571,2026-03-04,Chat,Loan enquiry,12.63,3
IN00001919,CU00002992,2024-11-16,App,Complaint,44.25,5
IN00001920,CU00004585,2025-06-03,Chat,Service request,26.6,4
IN00001921,CU00003745,2024-10-03,Branch,KYC,16.77,4
IN00001922,CU00000365,2025-07-09,Call Centre,Digital help,22.48,5
IN00001923,CU00000038,2025-12-30,Chat,Complaint,21.35,4
IN00001924,CU00002003,2026-05-14,Call Centre,Digital help,5.52,5
IN00001925,CU00004596,2025-03-31,Call Centre,Complaint,17.05,3
IN00001926,CU00002445,2025-11-30,Email,KYC,27.09,5
IN00001927,CU00000751,2026-06-12,Email,Complaint,9.23,4
IN00001928,CU00003237,2025-12-08,Email,Loan enquiry,34.11,4
IN00001929,CU00003953,2025-04-24,Email,Loan enquiry,10.98,5
IN00001930,CU00003494,2026-01-24,App,Digital help,36.63,4
IN00001931,CU00001434,2026-01-25,Call Centre,Loan enquiry,21.97,4
IN00001932,CU00000416,2026-05-17,App,Service request,1.23,2
IN00001933,CU00002043,2024-11-08,Branch,Service request,12.34,3
IN00001934,CU00001088,2025-11-30,Call Centre,Service request,11.97,4
IN00001935,CU00002889,2026-01-26,Call Centre,Loan enquiry,9.54,4
IN00001936,CU00001946,2025-02-02,Branch,Digital help,1.53,3
IN00001937,CU00000473,2026-04-09,App,Loan enquiry,30.75,5
IN00001938,CU00000072,2024-11-13,Call Centre,Digital help,22.9,3
IN00001939,CU00001166,2024-09-01,App,Service request,15.65,3
IN00001940,CU00001017,2026-02-24,Email,Complaint,35.9,5
IN00001941,CU00001688,2025-06-15,Chat,KYC,6.41,3
IN00001942,CU00001826,2025-06-18,Chat,KYC,19.03,5
